test_id,gene_id,symbol,locus,sample_1,sample_2,status,value_1,value_2,log2FoldChange,test_stat,pvalue,padj,sig_cufflinks
XLOC_052189,XLOC_052189,EEF1A1P6,chr7:22459062-22771701,Control,Dengue,OK,83.3682,55.6038,-0.584315,-0.824741,0.05235,0.736133,no
XLOC_052193,XLOC_052193,TOMM7,chr7:22852246-22862471,Control,Dengue,OK,173.279,131.946,-0.39315,-0.364776,0.28725,0.999963,no
XLOC_052195,XLOC_052195,FAM126A,chr7:22928989-23053895,Control,Dengue,OK,16.9518,12.6535,-0.421909,-0.302135,0.3623,0.999963,no
XLOC_052197,XLOC_052197,IGF2BP3,chr7:23338357-23510086,Control,Dengue,OK,15.6523,16.265,0.0553987,0.0365073,0.9189,0.999963,no
XLOC_052199,XLOC_052199,TRA2A,chr7:23544117-23571660,Control,Dengue,OK,22.9556,28.3894,0.306506,0.226328,0.50575,0.999963,no
XLOC_052200,XLOC_052200,AC006026.9,chr7:23602077-23603880,Control,Dengue,OK,0.405371,0.360336,-0.1699,-0.123726,0.7655,0.999963,no
XLOC_052201,XLOC_052201,CLK2P1,chr7:23624680-23625974,Control,Dengue,OK,0.952935,0.833031,-0.194007,-0.15576,0.69675,0.999963,no
XLOC_052210,XLOC_052210,SUMO2P14,chr7:24612886-24734479,Control,Dengue,OK,0.546225,0.279109,-0.968669,-0.121161,0.42535,0.999963,no
XLOC_052212,XLOC_052212,DFNA5,chr7:24737295-24798225,Control,Dengue,OK,0.757237,0.394017,-0.94249,-0.451997,0.06985,0.825852,no
XLOC_052213,XLOC_052213,OSBPL3,chr7:24836031-25021253,Control,Dengue,OK,11.3565,10.9302,-0.0551958,-0.0365923,0.8955,0.999963,no
XLOC_052215,XLOC_052215,CYCS,chr7:25148219-25166095,Control,Dengue,OK,29.414,29.675,0.0127439,0.0123577,0.9739,0.999963,no
XLOC_052216,XLOC_052216,C7orf31,chr7:25174315-25219975,Control,Dengue,OK,1.02681,1.19254,0.215865,0.137029,0.65275,0.999963,no
XLOC_052226,XLOC_052226,HNRNPA2B1,chr7:26191816-26254185,Control,Dengue,OK,101.827,90.8319,-0.164849,-0.119391,0.74155,0.999963,no
XLOC_052227,XLOC_052227,CBX3,chr7:26191816-26254185,Control,Dengue,OK,1.55653,1.2664,-0.297598,-0.0431223,0.8853,0.999963,no
XLOC_052228,XLOC_052228,AC004540.4,chr7:26331503-26416321,Control,Dengue,OK,2.05499,1.95311,-0.0733562,-0.00800503,0.97865,0.999963,no
XLOC_052230,XLOC_052230,SKAP2,chr7:26638633-27034858,Control,Dengue,OK,43.5385,42.0384,-0.0505828,-0.0408306,0.90485,0.999963,no
XLOC_052232,XLOC_052232,HOXA1,chr7:27132611-27142430,Control,Dengue,OK,0.2699,0.465644,0.786801,0.264755,0.529,0.999963,no
XLOC_052237,XLOC_052237,"HOXA10,HOXA10-HOXA9,HOXA9",chr7:27202053-27219880,Control,Dengue,OK,0.332764,0.335232,0.0106596,0.00315361,0.9811,0.999963,no
XLOC_052245,XLOC_052245,EIF4HP1,chr7:27496972-27498495,Control,Dengue,OK,57.2093,65.5965,0.19737,0.285311,0.48875,0.999963,no
XLOC_052247,XLOC_052247,HIBADH,chr7:27564726-27702614,Control,Dengue,OK,7.98248,7.45949,-0.097759,-0.0898881,0.8085,0.999963,no
XLOC_052249,XLOC_052249,JAZF1,chr7:27772682-28283536,Control,Dengue,OK,9.9389,10.4137,0.0673247,0.0169854,0.95295,0.999963,no
XLOC_052250,XLOC_052250,RNU6-979P,chr7:27772682-28283536,Control,Dengue,OK,2.50562,2.65072,0.0812159,0.0488552,0.88065,0.999963,no
XLOC_052253,XLOC_052253,CREB5,chr7:28338939-28866996,Control,Dengue,OK,2.22179,1.30293,-0.769957,-0.430885,0.15125,0.999963,no
XLOC_052255,XLOC_052255,CPVL,chr7:29019582-29603286,Control,Dengue,OK,101.2,83.4079,-0.278957,-0.157502,0.64855,0.999963,no
XLOC_052260,XLOC_052260,SCRN1,chr7:29959596-30170099,Control,Dengue,OK,4.48187,5.43185,0.277344,0.245134,0.5028,0.999963,no
XLOC_052261,XLOC_052261,FKBP14,chr7:29959596-30170099,Control,Dengue,OK,3.15418,2.10492,-0.583494,-0.150451,0.6204,0.999963,no
XLOC_052263,XLOC_052263,AC007036.6,chr7:30174425-30228528,Control,Dengue,OK,0.331673,0.569565,0.780099,0.0804748,0.58425,0.999963,no
XLOC_052264,XLOC_052264,ZNRF2,chr7:30283371-30519049,Control,Dengue,OK,2.60916,2.23421,-0.223818,-0.0787211,0.7993,0.999963,no
XLOC_052265,XLOC_052265,-,chr7:30283371-30519049,Control,Dengue,OK,0.402167,0.282084,-0.511668,-0.027983,0.6967,0.999963,no
XLOC_052267,XLOC_052267,NOD1,chr7:30283371-30519049,Control,Dengue,OK,5.22455,6.22548,0.252877,0.0750599,0.82305,0.999963,no
XLOC_052268,XLOC_052268,"GGCT,RP4-777O23.3",chr7:30536229-30675232,Control,Dengue,OK,31.2297,36.7662,0.235463,0.138182,0.6833,0.999963,no
XLOC_052277,XLOC_052277,LSM5,chr7:32524416-32534895,Control,Dengue,OK,16.2266,12.9809,-0.32197,-0.255435,0.40845,0.999963,no
XLOC_052278,XLOC_052278,DPY19L1P1,chr7:32535037-32802536,Control,Dengue,OK,3.17853,2.90516,-0.129739,-0.026242,0.92295,0.999963,no
XLOC_052279,XLOC_052279,KBTBD2,chr7:32900439-32933903,Control,Dengue,OK,36.4525,41.5079,0.187367,0.165121,0.61455,0.999963,no
XLOC_052280,XLOC_052280,RP9P,chr7:32955793-32982788,Control,Dengue,OK,0.536046,0.773406,0.52887,0.375848,0.34205,0.999963,no
XLOC_052282,XLOC_052282,NT5C3A,chr7:33050738-33168755,Control,Dengue,OK,49.5351,91.1352,0.879557,0.806887,0.0098,0.348067,no
XLOC_052283,XLOC_052283,AC074338.4,chr7:33050738-33168755,Control,Dengue,OK,0.282544,0.906573,1.68195,0.055072,0.2846,0.999963,no
XLOC_052284,XLOC_052284,RN7SL505P,chr7:33050738-33168755,Control,Dengue,OK,0.512562,0.310768,-0.721889,-0.0267465,0.49615,0.999963,no
XLOC_052285,XLOC_052285,RP9,chr7:33050738-33168755,Control,Dengue,OK,2.73786,3.16353,0.208484,0.0531856,0.8897,0.999963,no
XLOC_052296,XLOC_052296,DPY19L1,chr7:34967918-35225653,Control,Dengue,OK,10.8784,9.01872,-0.270478,-0.245358,0.5798,0.999963,no
XLOC_052301,XLOC_052301,-,chr7:35652404-35671233,Control,Dengue,OK,1.16003,0.791425,-0.551633,-0.531212,0.0972,0.926538,no
XLOC_052302,XLOC_052302,HERPUD2,chr7:35671953-35739035,Control,Dengue,OK,16.8109,21.9518,0.384937,0.488481,0.20095,0.999963,no
XLOC_052303,XLOC_052303,SEPT7-AS1,chr7:35791465-36012197,Control,Dengue,OK,1.65062,1.37193,-0.266798,-0.0290824,0.93885,0.999963,no
XLOC_052305,XLOC_052305,RP11-239C9.1,chr7:35791465-36012197,Control,Dengue,OK,2.52907,1.84975,-0.45128,-0.0442483,0.8921,0.999963,no
XLOC_052313,XLOC_052313,AOAH,chr7:36502631-36766638,Control,Dengue,OK,97.1098,114.189,0.233732,0.197058,0.60315,0.999963,no
XLOC_052314,XLOC_052314,AOAH-IT1,chr7:36502631-36766638,Control,Dengue,OK,1.35147,1.52773,0.176863,0.0138506,0.805,0.999963,no
XLOC_052316,XLOC_052316,RP11-85E16.1,chr7:36769325-36774148,Control,Dengue,OK,0.4874,0.519702,0.092579,0.0639264,0.84645,0.999963,no
XLOC_052317,XLOC_052317,ELMO1,chr7:36826648-37488855,Control,Dengue,OK,38.7035,36.9892,-0.0653601,-0.0228968,0.94805,0.999963,no
XLOC_052322,XLOC_052322,"TRGC1,TRGC2,TRGJ1,TRGJ2,TRGJP,TRGJP1,TRGJP2,TRGV1,TRGV9",chr7:38216867-38418782,Control,Dengue,OK,37.55,44.3896,0.241411,0.123857,0.7289,0.999963,no
XLOC_052325,XLOC_052325,TRGV10,chr7:38216867-38418782,Control,Dengue,OK,18.7174,24.3163,0.37754,0.087805,0.8171,0.999963,no
XLOC_052326,XLOC_052326,RP11-121A8.1,chr7:38216867-38418782,Control,Dengue,OK,1.45784,1.68311,0.207295,0.0270223,0.9498,0.999963,no
XLOC_052327,XLOC_052327,TRGV8,chr7:38216867-38418782,Control,Dengue,OK,5.14664,4.5807,-0.168063,-0.01821,0.96125,0.999963,no
XLOC_052328,XLOC_052328,TRGV7,chr7:38216867-38418782,Control,Dengue,OK,6.90913,5.74523,-0.266139,-0.0238484,0.933,0.999963,no
XLOC_052330,XLOC_052330,TRGV5,chr7:38216867-38418782,Control,Dengue,OK,5.09971,6.43783,0.336159,0.042744,0.9021,0.999963,no
XLOC_052331,XLOC_052331,TRGV4,chr7:38216867-38418782,Control,Dengue,OK,6.69753,7.55637,0.174064,0.0284441,0.9489,0.999963,no
XLOC_052332,XLOC_052332,TRGV3,chr7:38216867-38418782,Control,Dengue,OK,6.25621,4.9698,-0.3321,-0.0445946,0.88355,0.999963,no
XLOC_052333,XLOC_052333,TRGV2,chr7:38216867-38418782,Control,Dengue,OK,9.75511,5.65962,-0.785454,-0.117648,0.8013,0.999963,no
XLOC_052334,XLOC_052334,AMPH,chr7:38421774-38671167,Control,Dengue,OK,0.602884,0.263543,-1.19384,-0.556707,0.00805,0.314251,no
XLOC_052337,XLOC_052337,VPS41,chr7:38760225-38971994,Control,Dengue,OK,32.3265,28.4881,-0.182359,-0.149249,0.6573,0.999963,no
XLOC_052345,XLOC_052345,AC004837.5,chr7:39663081-39748550,Control,Dengue,OK,0.539161,0.395205,-0.448117,-0.0903672,0.867,0.999963,no
XLOC_052349,XLOC_052349,RWDD4P2,chr7:39856147-39907739,Control,Dengue,OK,4.55733,4.60734,0.0157447,0.00898992,0.9787,0.999963,no
XLOC_052351,XLOC_052351,MPLKIP,chr7:39987120-40174258,Control,Dengue,OK,0.966004,1.64931,0.77176,0.294242,0.37465,0.999963,no
XLOC_052354,XLOC_052354,INHBA,chr7:41700643-41911958,Control,Dengue,OK,0.373867,0.141261,-1.40417,-0.418417,0.16725,0.999963,no
XLOC_052360,XLOC_052360,"C7orf25,PSMA2,RP11-111K18.1",chr7:42946888-42988557,Control,Dengue,OK,74.1988,67.0004,-0.147226,-0.160322,0.67195,0.999963,no
XLOC_052365,XLOC_052365,COA1,chr7:43622356-43789904,Control,Dengue,OK,15.9536,18.2935,0.197446,0.0776018,0.82355,0.999963,no
XLOC_052366,XLOC_052366,"MRPS24,URGCP,URGCP-MRPS24",chr7:43906156-44058869,Control,Dengue,OK,23.4838,27.3825,0.221586,0.167642,0.63665,0.999963,no
XLOC_052367,XLOC_052367,"AC004951.5,AC004951.6,AC004985.12,POLR2J4,RP5-1165K10.2",chr7:43906156-44058869,Control,Dengue,OK,4.20759,5.82426,0.46908,0.303778,0.4414,0.999963,no
XLOC_052368,XLOC_052368,"PGAM2,POLM",chr7:44065588-44122139,Control,Dengue,OK,3.78988,5.50148,0.537668,0.122874,0.62395,0.999963,no
XLOC_052369,XLOC_052369,POLD2,chr7:44143959-44163957,Control,Dengue,OK,5.75215,6.22698,0.114431,0.0946832,0.7861,0.999963,no
XLOC_052375,XLOC_052375,NUDCD3,chr7:44418719-44530498,Control,Dengue,OK,13.1153,17.4948,0.415672,0.219672,0.58245,0.999963,no
XLOC_052379,XLOC_052379,"DDX56,TMED4",chr7:44602726-44623251,Control,Dengue,OK,28.5503,35.0624,0.29642,0.347897,0.3445,0.999963,no
XLOC_052380,XLOC_052380,ZMIZ2,chr7:44788160-44811394,Control,Dengue,OK,1.89216,3.12901,0.725672,0.628733,0.12015,0.985386,no
XLOC_052382,XLOC_052382,H2AFV,chr7:44836237-44887708,Control,Dengue,OK,34.168,31.1373,-0.134004,-0.0729505,0.8421,0.999963,no
XLOC_052383,XLOC_052383,PURB,chr7:44915431-44959138,Control,Dengue,OK,9.16937,7.14429,-0.360031,-0.388558,0.18925,0.999963,no
XLOC_052384,XLOC_052384,RP4-647J21.1,chr7:44990969-45000574,Control,Dengue,OK,5.08589,7.19339,0.500172,0.429522,0.22695,0.999963,no
XLOC_052385,XLOC_052385,MYO1G,chr7:45001194-45028152,Control,Dengue,OK,59.2101,96.7147,0.707894,0.609981,0.13,0.999963,no
XLOC_052387,XLOC_052387,TBRG4,chr7:45139698-45152820,Control,Dengue,OK,1781.07,1900.49,0.0936268,0.0693857,0.88335,0.999963,no
XLOC_052391,XLOC_052391,SEPT7P2,chr7:45763040-45854862,Control,Dengue,OK,5.57889,5.19896,-0.101754,-0.061301,0.84795,0.999963,no
XLOC_052394,XLOC_052394,IGFBP3,chr7:45951843-45961473,Control,Dengue,OK,0.47603,0.385917,-0.302761,-0.15747,0.4807,0.999963,no
XLOC_052402,XLOC_052402,TNS3,chr7:47304631-47622156,Control,Dengue,OK,9.47464,12.193,0.363916,0.228411,0.47735,0.999963,no
XLOC_052403,XLOC_052403,HUS1,chr7:47735327-48019245,Control,Dengue,OK,17.4684,17.9367,0.0381611,0.0341321,0.92605,0.999963,no
XLOC_052416,XLOC_052416,FIGNL1,chr7:50503355-50633154,Control,Dengue,OK,3.47188,2.87185,-0.273737,-0.193064,0.4835,0.999963,no
XLOC_052418,XLOC_052418,GRB10,chr7:50657759-50861159,Control,Dengue,OK,3.49797,3.88813,0.15256,0.0999728,0.7519,0.999963,no
XLOC_052437,XLOC_052437,SEC61G,chr7:54819942-54872621,Control,Dengue,OK,55.5751,53.948,-0.0428692,-0.0747481,0.89045,0.999963,no
XLOC_052441,XLOC_052441,VOPP1,chr7:55433140-55656029,Control,Dengue,OK,11.8776,15.6707,0.399826,0.161012,0.6101,0.999963,no
XLOC_052449,XLOC_052449,PSPH,chr7:56077886-56174269,Control,Dengue,OK,1.47242,1.40988,-0.06262,-0.00834037,0.98165,0.999963,no
XLOC_052450,XLOC_052450,"CHCHD2,PHKG1",chr7:56077886-56174269,Control,Dengue,OK,65.5519,70.9514,0.114193,0.102,0.80795,0.999963,no
XLOC_052454,XLOC_052454,RP11-700P18.2,chr7:56372370-56373219,Control,Dengue,OK,1.56808,1.00667,-0.639405,-0.550308,0.2255,0.999963,no
XLOC_052477,XLOC_052477,RP11-1217F2.1,chr7:57215692-57218054,Control,Dengue,OK,2.2454,2.242,-0.0021876,-0.00223165,0.9958,0.999963,no
XLOC_052515,XLOC_052515,RP11-340I6.7,chr7:63348577-63361172,Control,Dengue,OK,0.884246,0.66135,-0.419033,-0.0963788,0.7319,0.999963,no
XLOC_052537,XLOC_052537,ZNF680,chr7:63960573-64023491,Control,Dengue,OK,7.07473,5.50972,-0.360697,-0.385747,0.3277,0.999963,no
XLOC_052541,XLOC_052541,BNIP3P11,chr7:64126351-64177087,Control,Dengue,OK,0.5723,0.404577,-0.500358,-0.0575317,0.8554,0.999963,no
XLOC_052547,XLOC_052547,"ERV3-1,ZNF117",chr7:64432153-64467650,Control,Dengue,OK,15.2696,13.1393,-0.216771,-0.11486,0.69455,0.999963,no
XLOC_052555,XLOC_052555,AC104057.1,chr7:65111923-65235797,Control,Dengue,OK,0.667818,0.664809,-0.00651503,-0.00129522,0.997,0.999963,no
XLOC_052557,XLOC_052557,GUSB,chr7:65425615-65447301,Control,Dengue,OK,7.26115,11.5411,0.668516,0.759469,0.04455,0.688369,no
XLOC_052562,XLOC_052562,"GS1-124K5.12,GS1-124K5.2,GS1-124K5.3,GS1-124K5.7,GS1-124K5.8,GTF2IP9,LINC00174,RP4-756H11.5,SKP1P1,TPST1",chr7:65670185-66057509,Control,Dengue,OK,23.7173,26.2604,0.146952,0.105037,0.7811,0.999963,no
XLOC_052567,XLOC_052567,RPL35P5,chr7:66071724-66072094,Control,Dengue,OK,78.3379,56.3593,-0.475057,-0.924888,0.1261,0.999963,no
XLOC_052568,XLOC_052568,RP11-792A8.4,chr7:66093748-66309813,Control,Dengue,OK,3.9987,5.07249,0.343165,0.0791134,0.86055,0.999963,no
XLOC_052569,XLOC_052569,RP11-792A8.3,chr7:66093748-66309813,Control,Dengue,OK,3.70158,5.27577,0.51124,0.0546593,0.87995,0.999963,no
XLOC_052572,XLOC_052572,SBDS,chr7:66452406-66704672,Control,Dengue,OK,23.0289,31.5641,0.45484,0.559943,0.1719,0.999963,no
XLOC_052576,XLOC_052576,"PMS2P4,SPDYE21P",chr7:66738606-66805011,Control,Dengue,OK,3.18955,2.80881,-0.183395,-0.0615777,0.86875,0.999963,no
XLOC_052593,XLOC_052593,AUTS2,chr7:69063465-70259801,Control,Dengue,OK,0.811599,0.495084,-0.713093,-0.337072,0.2956,0.999963,no
XLOC_052599,XLOC_052599,TYW1B,chr7:72023728-72298780,Control,Dengue,OK,2.31354,3.21947,0.47672,0.476831,0.21665,0.999963,no
XLOC_052603,XLOC_052603,RP11-313P13.5,chr7:72349915-72425559,Control,Dengue,OK,0.472735,0.659719,0.480818,0.0557085,0.87785,0.999963,no
XLOC_052604,XLOC_052604,NSUN5P2,chr7:72349915-72425559,Control,Dengue,OK,1.96339,1.79899,-0.126157,-0.0653829,0.86725,0.999963,no
XLOC_052606,XLOC_052606,STAG3L3,chr7:72440226-72500313,Control,Dengue,OK,1.02083,0.973497,-0.0684982,-0.0498759,0.90085,0.999963,no
XLOC_052612,XLOC_052612,NSUN5,chr7:72707160-72722864,Control,Dengue,OK,4.01798,5.4873,0.449628,0.444764,0.2501,0.999963,no
XLOC_052616,XLOC_052616,BAZ1B,chr7:72854714-72936677,Control,Dengue,OK,11.0535,11.849,0.100269,0.137531,0.7249,0.999963,no
XLOC_052617,XLOC_052617,BCL7B,chr7:72950683-72972332,Control,Dengue,OK,13.2325,22.3172,0.754066,0.90183,0.02255,0.520182,no
XLOC_052618,XLOC_052618,TBL2,chr7:72983261-72993121,Control,Dengue,OK,5.86189,11.1567,0.928469,0.83573,0.02035,0.497466,no
XLOC_052621,XLOC_052621,DNAJC30,chr7:73093725-73134002,Control,Dengue,OK,0.507974,0.894787,0.816791,0.230194,0.50225,0.999963,no
XLOC_052622,XLOC_052622,STX1A,chr7:73093725-73134002,Control,Dengue,OK,2.99795,4.48816,0.582149,0.295948,0.50155,0.999963,no
XLOC_052624,XLOC_052624,ABHD11,chr7:73149367-73153197,Control,Dengue,OK,2.29018,3.88437,0.762218,0.655076,0.0811,0.872699,no
XLOC_052628,XLOC_052628,RFC2,chr7:73613981-73668788,Control,Dengue,OK,6.51032,7.13685,0.132558,0.0615804,0.87045,0.999963,no
XLOC_052632,XLOC_052632,AC083884.8,chr7:74071993-74308795,Control,Dengue,OK,2.53376,1.59116,-0.671199,-0.08165,0.8069,0.999963,no
XLOC_052633,XLOC_052633,STAG3L2,chr7:74071993-74308795,Control,Dengue,OK,2.03617,2.72009,0.417793,0.0773253,0.8249,0.999963,no
XLOC_052635,XLOC_052635,GTF2IRD2,chr7:74071993-74308795,Control,Dengue,OK,0.548528,0.4282,-0.357282,-0.0303085,0.93135,0.999963,no
XLOC_052637,XLOC_052637,WBSCR16,chr7:74441225-74490064,Control,Dengue,OK,3.77069,4.26028,0.17612,0.157445,0.7014,0.999963,no
XLOC_052638,XLOC_052638,NCF1C,chr7:74572444-74587848,Control,Dengue,OK,11.7685,27.7849,1.23937,1.45611,5e-05,0.0138461,yes
XLOC_052639,XLOC_052639,"CH17-232I21.1,GTF2IP1",chr7:74601105-74653445,Control,Dengue,OK,0.624565,0.523347,-0.255082,-0.136905,0.6277,0.999963,no
XLOC_052651,XLOC_052651,POM121C,chr7:74988446-75157478,Control,Dengue,OK,6.48294,9.15081,0.497251,0.322879,0.3682,0.999963,no
XLOC_052653,XLOC_052653,HIP1,chr7:75162472-75368304,Control,Dengue,OK,2.94098,4.22224,0.521712,0.345061,0.2933,0.999963,no
XLOC_052655,XLOC_052655,CTB-139P11.2,chr7:75162472-75368304,Control,Dengue,OK,0.411736,1.35092,1.71415,1.07524,0.01175,0.373199,no
XLOC_052658,XLOC_052658,"STYXL1,TMEM120A",chr7:75528517-75696826,Control,Dengue,OK,15.6449,21.6901,0.471348,0.267401,0.46375,0.999963,no
XLOC_052659,XLOC_052659,RP11-229D13.3,chr7:75528517-75696826,Control,Dengue,OK,0.300926,0.48957,0.702106,0.0970399,0.8424,0.999963,no
XLOC_052664,XLOC_052664,YWHAG,chr7:75956110-75988348,Control,Dengue,OK,15.1866,16.527,0.122023,0.175188,0.647,0.999963,no
XLOC_052669,XLOC_052669,POMZP3,chr7:76178643-76257590,Control,Dengue,OK,1.54826,2.34056,0.562589,0.114764,0.71195,0.999963,no
XLOC_052675,XLOC_052675,"AC007000.11,FAM185BP,SPDYE18",chr7:76589134-77054760,Control,Dengue,OK,2.2387,2.58064,0.20507,0.00230342,0.9588,0.999963,no
XLOC_052676,XLOC_052676,AC007000.10,chr7:76589134-77054760,Control,Dengue,OK,0.904208,0.737834,-0.293359,-0.0326517,0.9264,0.999963,no
XLOC_052677,XLOC_052677,RP11-467H10.1,chr7:76589134-77054760,Control,Dengue,OK,0.834922,0.81215,-0.039895,-0.00145545,0.46345,0.999963,no
XLOC_052678,XLOC_052678,FGL2,chr7:76589134-77054760,Control,Dengue,OK,153.763,160.351,0.0605257,0.0552375,0.86195,0.999963,no
XLOC_052680,XLOC_052680,GSAP,chr7:76589134-77054760,Control,Dengue,OK,39.3473,28.926,-0.443897,-0.108084,0.6696,0.999963,no
XLOC_052682,XLOC_052682,APTR,chr7:77166591-77413346,Control,Dengue,OK,1.89886,1.90097,0.00160171,0.000167854,0.9996,0.999963,no
XLOC_052683,XLOC_052683,TMEM60,chr7:77423044-77586820,Control,Dengue,OK,4.72295,8.77418,0.893576,0.372794,0.38375,0.999963,no
XLOC_052694,XLOC_052694,AC073850.6,chr7:79941889-80308593,Control,Dengue,OK,5.34248,5.06221,-0.0777416,-0.00485904,0.83525,0.999963,no
XLOC_052695,XLOC_052695,SEMA3C,chr7:80371853-80551675,Control,Dengue,OK,3.35458,1.91094,-0.811849,-0.41385,0.16975,0.999963,no
XLOC_052701,XLOC_052701,HGF,chr7:81328321-81401550,Control,Dengue,OK,3.15096,2.96773,-0.0864286,-0.0607579,0.841,0.999963,no
XLOC_052719,XLOC_052719,KIAA1324L,chr7:86506221-86689015,Control,Dengue,OK,1.9855,1.32524,-0.583249,-0.281917,0.2873,0.999963,no
XLOC_052720,XLOC_052720,TMEM243,chr7:86780426-86849903,Control,Dengue,OK,22.8814,19.6436,-0.220115,-0.0690113,0.8209,0.999963,no
XLOC_052722,XLOC_052722,TP53TG1,chr7:86953935-86974858,Control,Dengue,OK,6.46095,5.27512,-0.292543,-0.254415,0.5055,0.999963,no
XLOC_052723,XLOC_052723,"ABCB1,ABCB4",chr7:86974971-87538856,Control,Dengue,OK,6.16997,3.95299,-0.642317,-0.259383,0.3819,0.999963,no
XLOC_052724,XLOC_052724,SLC25A40,chr7:86974971-87538856,Control,Dengue,OK,11.5503,8.65242,-0.416754,-0.102611,0.65215,0.999963,no
XLOC_052725,XLOC_052725,SRI,chr7:87563457-87936206,Control,Dengue,OK,37.2607,43.8849,0.236073,0.116885,0.71835,0.999963,no
XLOC_052726,XLOC_052726,STEAP4,chr7:87563457-87936206,Control,Dengue,OK,13.1067,10.9227,-0.262972,-0.131039,0.68745,0.999963,no
XLOC_052738,XLOC_052738,"AC002456.2,snoU13",chr7:89964536-90840259,Control,Dengue,OK,1.24186,56.8379,5.51628,0.100585,0.05115,0.734628,no
XLOC_052742,XLOC_052742,MTERF1,chr7:91321322-91510035,Control,Dengue,OK,6.37242,4.3528,-0.549896,-0.422707,0.23415,0.999963,no
XLOC_052743,XLOC_052743,"CYP51A1,LRRD1",chr7:91569877-91810039,Control,Dengue,OK,6.07533,10.1741,0.743869,0.209664,0.44005,0.999963,no
XLOC_052744,XLOC_052744,KRIT1,chr7:91823326-92031333,Control,Dengue,OK,13.7971,9.85616,-0.485271,-0.224847,0.44045,0.999963,no
XLOC_052749,XLOC_052749,PEX1,chr7:92074656-92157845,Control,Dengue,OK,9.20311,6.24514,-0.559388,-0.295747,0.3154,0.999963,no
XLOC_052751,XLOC_052751,FAM133B,chr7:92188602-92219900,Control,Dengue,OK,2.33114,1.96838,-0.244023,-0.0991184,0.5891,0.999963,no
XLOC_052752,XLOC_052752,CDK6,chr7:92234234-92546501,Control,Dengue,OK,8.73835,6.49684,-0.427623,-0.333775,0.2645,0.999963,no
XLOC_052755,XLOC_052755,"SAMD9,SAMD9L",chr7:92724693-92777753,Control,Dengue,OK,109.675,197.203,0.846448,0.632962,0.05275,0.736132,no
XLOC_052756,XLOC_052756,HEPACAM2,chr7:92817898-92855837,Control,Dengue,OK,0.0509032,0.430101,3.07885,0.691944,0.0728,0.835644,no
XLOC_052762,XLOC_052762,GS1-345D13.1,chr7:93543111-93545830,Control,Dengue,OK,0.380685,0.145441,-1.38816,-0.66238,0.0704,0.828128,no
XLOC_052763,XLOC_052763,BET1,chr7:93583355-93640425,Control,Dengue,OK,10.8051,8.65016,-0.320915,-0.229908,0.3869,0.999963,no
XLOC_052765,XLOC_052765,SGCE,chr7:94214541-94285521,Control,Dengue,OK,0.680126,0.414571,-0.714182,-0.34728,0.1726,0.999963,no
XLOC_052772,XLOC_052772,PON2,chr7:95033609-95064641,Control,Dengue,OK,2.72417,2.35475,-0.210244,-0.125393,0.6381,0.999963,no
XLOC_052774,XLOC_052774,PDK4,chr7:95212807-95225803,Control,Dengue,OK,5.24684,5.70035,0.119602,0.0907295,0.7865,0.999963,no
XLOC_052775,XLOC_052775,SLC25A13,chr7:95749361-95954789,Control,Dengue,OK,9.85305,8.9326,-0.141491,-0.0552963,0.8232,0.999963,no
XLOC_052779,XLOC_052779,SHFM1,chr7:96110937-96339203,Control,Dengue,OK,22.6681,20.5118,-0.144204,-0.114964,0.7324,0.999963,no
XLOC_052784,XLOC_052784,SDHAF3,chr7:96745901-96811075,Control,Dengue,OK,5.18326,3.23636,-0.679489,-0.50076,0.61145,0.999963,no
XLOC_052789,XLOC_052789,ASNS,chr7:97480975-97601656,Control,Dengue,OK,9.07895,9.18196,0.0162776,0.0115977,0.97035,0.999963,no
XLOC_052792,XLOC_052792,OR7E7P,chr7:97480975-97601656,Control,Dengue,OK,0.393841,0.324333,-0.280138,-0.0922853,0.7776,0.999963,no
XLOC_052794,XLOC_052794,TECPR1,chr7:97840738-98030380,Control,Dengue,OK,7.88495,9.37886,0.250312,0.0756869,0.8332,0.999963,no
XLOC_052795,XLOC_052795,BAIAP2L1,chr7:97840738-98030380,Control,Dengue,OK,0.93693,1.59631,0.768731,0.20559,0.5808,0.999963,no
XLOC_052796,XLOC_052796,RPS3AP26,chr7:97840738-98030380,Control,Dengue,OK,137.739,77.0501,-0.838068,-0.715801,0.06885,0.822599,no
XLOC_052802,XLOC_052802,AC004893.10,chr7:98475555-98741723,Control,Dengue,OK,0.581601,0.506173,-0.200398,-0.0238519,0.94385,0.999963,no
XLOC_052803,XLOC_052803,SMURF1,chr7:98475555-98741723,Control,Dengue,OK,6.28596,9.06224,0.527735,0.351838,0.32775,0.999963,no
XLOC_052805,XLOC_052805,PDAP1,chr7:98923520-99063954,Control,Dengue,OK,7.15977,8.92659,0.318196,0.094863,0.8064,0.999963,no
XLOC_052806,XLOC_052806,"ATP5J2,ATP5J2-PTCD1,PTCD1",chr7:98923520-99063954,Control,Dengue,OK,112.933,119.885,0.0861927,0.0304546,0.9408,0.999963,no
XLOC_052807,XLOC_052807,AC073063.10,chr7:98923520-99063954,Control,Dengue,OK,4.11391,4.45385,0.114541,0.011984,0.9713,0.999963,no
XLOC_052808,XLOC_052808,ZNF789,chr7:99070463-99133313,Control,Dengue,OK,0.950388,0.87328,-0.122073,-0.0269955,0.94095,0.999963,no
